Gene1,Gene2,Score
SMARCA4,GALNT10,577.0
SMARCA4,UBR5,435.0
SMARCA4,PSMG3,495.0
SMARCA4,PEA15A,798.0
SMARCA4,DENND6A,782.0
SMARCA4,SEPSECS,683.0
SMARCA4,UNC119B,416.0
SMARCA4,POLR1B,540.0
SMARCA4,WDR6,648.0
SMARCA4,WDFY3,675.0
SMARCA4,SPATA6,525.0
SMARCA4,ZFP53,876.0
SMARCA4,VPS72,514.0
SMARCA4,SUMO1,766.0
SMARCA4,RTCB,398.0
SMARCA4,PRR3,463.0
SMARCA4,MICU2,647.0
SMARCA4,HIST1H2BF,430.0
SMARCA4,HIST1H2AD,430.0
SMARCA4,GNL1,463.0
SMARCA4,GDPD1,488.0
SMARCA4,EEF1A1,446.0
SMARCA4,SRGAP3,632.0
SMARCA4,PRC1,455.0
SMARCA4,KDM5A,904.0
SMARCA4,FAM111A,1019.0
SMARCA4,CHAC2,527.0
SMARCA4,SFT2D3,798.0
SMARCA4,SLCO4A1,586.0
SMARCA4,MTHFS,929.0
SMARCA4,EIF3E,641.0
SMARCA4,CAMK1,514.0
SMARCA4,MRPL53,357.0
SMARCA4,WASF2,428.0
SMARCA4,NCAPG,755.0
SMARCA4,CWC25,513.0
SMARCA4,AI464131,431.0
SMARCA4,ZFP35,505.0
SMARCA4,SLC31A1,762.0
SMARCA4,RFC3,560.0
SMARCA4,FKBP15,762.0
SMARCA4,CSTF1,488.0
SMARCA4,SERTAD1,702.0
SMARCA4,SEMA6A,510.0
SMARCA4,KDELC2,278.0
SMARCA4,HIST4H4,319.0
SMARCA4,ZBTB4,406.0
SMARCA4,SF1,406.0
SMARCA4,POLE2,524.0
SMARCA4,NFX1,594.0
SMARCA4,AI413582,682.0
SMARCA4,SELENOI,448.0
SMARCA4,MYO1F,732.0
SMARCA4,ATG2A,699.0
SMARCA4,ZC3H13,528.0
SMARCA4,TTC1,733.0
SMARCA4,KIN,844.0
SMARCA4,ATP5C1,844.0
SMARCA4,PEX5,384.0
SMARCA4,SDCCAG8,422.0
SMARCA4,KMT5C,293.0
SMARCA4,CTSL,453.0
SMARCA4,USP37,341.0
SMARCA4,HIST2H2AC,689.0
SMARCA4,CNOT9,341.0
SMARCA4,TUBA1C,583.0
SMARCA4,TXNDC17,492.0
SMARCA4,PLXNC1,467.0
SMARCA4,RPL18,762.0
SMARCA4,NAA80,438.0
SMARCA4,CRK,866.0
SMARCA4,TOX2,459.0
SMARCA4,SELENOK,893.0
SMARCA4,CEP350,569.0
SMARCA4,AP2B1,659.0
SMARCA4,TAF5,421.0
SMARCA4,OLR1,777.0
SMARCA4,DNPH1,664.0
SMARCA4,R3HDM1,638.0
SMARCA4,NFAM1,873.0
SMARCA4,MOV10,668.0
SMARCA4,DDX52,659.0
SMARCA4,ALK,480.0
SMARCA4,USP34,796.0
SMARCA4,SACM1L,640.0
SMARCA4,CNKSR3,534.0
SMARCA4,APP,317.0
SMARCA4,P2RY2,319.0
SMARCA4,LAT2,1582.0
SMARCA4,GGN,403.0
SMARCA4,STAG3,333.0
SMARCA4,GPC2,333.0
SMARCA4,YBX1,742.0
SMARCA4,SH2D3C,404.0
SMARCA4,P2RX7,633.0
SMARCA4,NEK9,633.0
SMARCA4,GTPBP10,540.0
SMARCA4,EIF4H,572.0
SMARCA4,CLPX,746.0
SMARCA4,ACAD9,583.0
SMARCA4,ACOT6,523.0
SMARCA4,TRABD,706.0
SMARCA4,POP5,499.0
SMARCA4,POLR3B,985.0
SMARCA4,PDE8B,419.0
SMARCA4,HACD3,708.0
SMARCA4,ERGIC1,582.0
SMARCA4,IKBIP,446.0
SMARCA4,ESS2,428.0
SMARCA4,APAF1,446.0
SMARCA4,2210016L21RIK,625.0
SMARCA4,SKAP2,545.0
SMARCA4,PLOD1,281.0
SMARCA4,CHST10,738.0
SMARCA4,ZFP97,567.0
SMARCA4,ZFP335,689.0
SMARCA4,SLC25A22,638.0
SMARCA4,CDK12,662.0
SMARCA4,CARD6,633.0
SMARCA4,SDF2L1,557.0
SMARCA4,FAM174A,732.0
SMARCA4,SS18L2,533.0
SMARCA4,SIPA1,392.0
SMARCA4,RNF170,702.0
SMARCA4,LSM4,466.0
SMARCA4,HOOK3,702.0
SMARCA4,STIM1,510.0
SMARCA4,5330417C22RIK,433.0
SMARCA4,1700013F07RIK,433.0
SMARCA4,RAB22A,560.0
SMARCA4,PLEKHG3,573.0
SMARCA4,ZBED4,617.0
SMARCA4,NUDT5,937.0
SMARCA4,NAA40,475.0
SMARCA4,LHX2,462.0
SMARCA4,CDC123,937.0
SMARCA4,ZSCAN29,1094.0
SMARCA4,TUBGCP4,1094.0
SMARCA4,SEC63,729.0
SMARCA4,GINS2,481.0
SMARCA4,FBXO27,359.0
SMARCA4,CCDC61,947.0
SMARCA4,TMEM147,554.0
SMARCA4,PRPF18,807.0
SMARCA4,TTC5,656.0
SMARCA4,TMEM94,442.0
SMARCA4,MED21,774.0
SMARCA4,CCSAP,563.0
SMARCA4,AVEN,571.0
SMARCA4,WDR31,628.0
SMARCA4,PIK3R2,600.0
SMARCA4,TAL1,997.0
SMARCA4,SNRK,843.0
SMARCA4,DMAC2,914.0
SMARCA4,WIPF2,700.0
SMARCA4,TTC26,280.0
SMARCA4,SCAF4,1088.0
SMARCA4,PRRX2,574.0
SMARCA4,DHX33,384.0
SMARCA4,PTRH2,731.0
SMARCA4,PHOSPHO2,447.0
SMARCA4,FAM220A,292.0
SMARCA4,CCDC173,447.0
SMARCA4,ZFP318,470.0
SMARCA4,EEF1AKMT1,745.0
SMARCA4,ZSCAN12,673.0
SMARCA4,PIGK,772.0
SMARCA4,ERRFI1,566.0
SMARCA4,DCTN2,446.0
SMARCA4,TRIM7,464.0
SMARCA4,CIAO2B,1109.0
SMARCA4,CDPF1,543.0
SMARCA4,UBAP2,490.0
SMARCA4,IRGM1,751.0
SMARCA4,CLCN5,651.0
SMARCA4,ATP5J2,450.0
SMARCA4,SKI,760.0
SMARCA4,CCDC43,564.0
SMARCA4,SKA3,927.0
SMARCA4,MRPL57,927.0
SMARCA4,DNAJB6,753.0
SMARCA4,COG7,491.0
SMARCA4,AMIGO3,530.0
SMARCA4,TSR3,652.0
SMARCA4,RAN,397.0
SMARCA4,GNPTG,652.0
SMARCA4,CMTM4,266.0
SMARCA4,C1RL,427.0
SMARCA4,ZFHX2,858.0
SMARCA4,CEP72,873.0
SMARCA4,RPP40,299.0
SMARCA4,PEX16,358.0
SMARCA4,NDUFS7,529.0
SMARCA4,PRRT4,443.0
SMARCA4,2310009B15RIK,697.0
SMARCA4,THA1,533.0
SMARCA4,VPS53,539.0
SMARCA4,SUMF2,302.0
SMARCA4,EZR,602.0
SMARCA4,ASB1,523.0
SMARCA4,RAD18,505.0
SMARCA4,THPO,513.0
SMARCA4,CTNNBL1,342.0
SMARCA4,PIGB,687.0
SMARCA4,IL1B,894.0
SMARCA4,2310009A05RIK,687.0
SMARCA4,MRPL48,444.0
SMARCA4,ZBTB7C,564.0
SMARCA4,ATL3,548.0
SMARCA4,SCGN,647.0
SMARCA4,HACD2,579.0
SMARCA4,CSTF3,1010.0
SMARCA4,SEC62,809.0
SMARCA4,ITM2B,645.0
SMARCA4,HOXC13,574.0
SMARCA4,ZFP449,496.0
SMARCA4,DDX19A,833.0
SMARCA4,MYOF,810.0
SMARCA4,LSM14B,533.0
SMARCA4,IQCB1,739.0
SMARCA4,ZFX,379.0
SMARCA4,SPOP,742.0
SMARCA4,FAM163B,400.0
SMARCA4,SMAD7,375.0
SMARCA4,KRIT1,527.0
SMARCA4,GVIN1,779.0
SMARCA4,GM4070,779.0
SMARCA4,NMNAT1,469.0
SMARCA4,LZIC,469.0
SMARCA4,HOXA10,402.0
SMARCA4,NSG1,518.0
SMARCA4,GOLPH3,611.0
SMARCA4,TM7SF2,316.0
SMARCA4,FAM208B,1271.0
SMARCA4,ZFP395,613.0
SMARCA4,PPM1D,640.0
SMARCA4,PNPLA6,292.0
SMARCA4,BIN2,944.0
SMARCA4,ZFP346,702.0
SMARCA4,MIER2,350.0
SMARCA4,TENT5C,481.0
SMARCA4,SMIM11,350.0
SMARCA4,MYL6B,335.0
SMARCA4,EDEM3,566.0
SMARCA4,DMAC1,772.0
SMARCA4,SERPINB12,890.0
SMARCA4,POLR3H,417.0
SMARCA4,HIST2H2AB,689.0
SMARCA4,ZFP68,769.0
SMARCA4,UBE2D2A,377.0
SMARCA4,INPPL1,551.0
SMARCA4,CFAP58,435.0
SMARCA4,ST3GAL5,741.0
SMARCA4,SLC25A17,544.0
SMARCA4,HSF2,528.0
SMARCA4,CNDP2,489.0
SMARCA4,RND3,340.0
SMARCA4,LRRC1,531.0
SMARCA4,TUBGCP6,451.0
SMARCA4,STXBP5,452.0
SMARCA4,MAP2K1,868.0
SMARCA4,HINT1,791.0
SMARCA4,ZFYVE19,775.0
SMARCA4,TRIM30A,455.0
SMARCA4,TAF5L,708.0
SMARCA4,PRRG2,529.0
SMARCA4,PIBF1,436.0
SMARCA4,ODF2L,637.0
SMARCA4,NOSIP,529.0
SMARCA4,DNAJC17,775.0
SMARCA4,DIS3,436.0
SMARCA4,NOLC1,594.0
SMARCA4,ETV5,519.0
SMARCA4,CAMK2N2,611.0
SMARCA4,TXNL4B,576.0
SMARCA4,TERF1,958.0
SMARCA4,POLR2B,656.0
SMARCA4,PLEKHO2,610.0
SMARCA4,NOA1,656.0
SMARCA4,LEMD2,720.0
SMARCA4,HIST2H2BE,689.0
SMARCA4,ECI2,673.0
SMARCA4,DHX38,576.0
SMARCA4,CHN2,496.0
SMARCA4,CD86,801.0
SMARCA4,KCNA3,351.0
SMARCA4,ZFP119B,1135.0
SMARCA4,TXNDC12,609.0
SMARCA4,BTF3L4,609.0
SMARCA4,WDR74,346.0
SMARCA4,SNRNP48,723.0
SMARCA4,NAXD,711.0
SMARCA4,RAE1,583.0
SMARCA4,ITGB1BP1,838.0
SMARCA4,CPSF3,838.0
SMARCA4,LLPH,846.0
SMARCA4,TOR4A,576.0
SMARCA4,CNKSR1,709.0
SMARCA4,BBS10,686.0
SMARCA4,SYNE1,595.0
SMARCA4,PSMD2,598.0
SMARCA4,KIF21A,616.0
SMARCA4,REEP1,445.0
SMARCA4,DSEL,367.0
SMARCA4,NLRP3,895.0
SMARCA4,CLPP,691.0
SMARCA4,FGD4,467.0
SMARCA4,CTU1,551.0
SMARCA4,ZFP865,327.0
SMARCA4,ZFP1,632.0
SMARCA4,OXLD1,1016.0
SMARCA4,EIF1B,723.0
SMARCA4,EED,909.0
SMARCA4,DTX3,729.0
SMARCA4,CCDC137,1016.0
SMARCA4,ZFP653,459.0
SMARCA4,PPM1M,916.0
SMARCA4,SOAT1,859.0
SMARCA4,NCF4,696.0
SMARCA4,ZC3H11A,524.0
SMARCA4,ZBED6,524.0
SMARCA4,ELAC2,494.0
SMARCA4,CDKN2AIP,422.0
SMARCA4,PCTP,786.0
SMARCA4,COPB1,552.0
SMARCA4,CEP295,515.0
SMARCA4,TMA16,475.0
SMARCA4,TFRC,486.0
SMARCA4,RPS15,651.0
SMARCA4,HERC6,441.0
SMARCA4,GNAQ,555.0
SMARCA4,BCL2,503.0
SMARCA4,TBC1D15,649.0
SMARCA4,PLAU,399.0
SMARCA4,MAGOH,588.0
SMARCA4,GM10509,591.0
SMARCA4,XKR8,616.0
SMARCA4,GM13212,549.0
SMARCA4,CDC42EP2,490.0
SMARCA4,TMEM86A,1049.0
SMARCA4,RUVBL1,473.0
SMARCA4,PPWD1,916.0
SMARCA4,CENPK,916.0
SMARCA4,TDG,468.0
SMARCA4,SLC12A5,516.0
SMARCA4,NEBL,465.0
SMARCA4,BTG1,884.0
SMARCA4,SURF6,444.0
SMARCA4,NDRG2,365.0
SMARCA4,KIFC2,492.0
SMARCA4,HERC4,779.0
SMARCA4,ENO4,972.0
SMARCA4,DIS3L2,705.0
SMARCA4,CORO2A,583.0
SMARCA4,UBE2T,969.0
SMARCA4,CCNJ,777.0
SMARCA4,FZD7,250.0
SMARCA4,TMEM177,445.0
SMARCA4,NDUFAF6,416.0
SMARCA4,MAP4K1,836.0
SMARCA4,KDM2A,675.0
SMARCA4,INTS13,949.0
SMARCA4,FGFR1OP2,949.0
SMARCA4,EIF3K,836.0
SMARCA4,CCBE1,337.0
SMARCA4,DBNDD2,440.0
SMARCA4,SNAPC5,579.0
SMARCA4,CARF,707.0
SMARCA4,UBR3,436.0
SMARCA4,TSC1,707.0
SMARCA4,LDHA,589.0
SMARCA4,RPL21,864.0
SMARCA4,GJC2,519.0
SMARCA4,ATF7IP,780.0
SMARCA4,RNF39,738.0
SMARCA4,DBR1,835.0
SMARCA4,DAPK2,522.0
SMARCA4,TXNDC11,723.0
SMARCA4,LGALS9,342.0
SMARCA4,SEC14L2,527.0
SMARCA4,N6AMT1,771.0
SMARCA4,CSF3R,871.0
SMARCA4,CCNYL1,482.0
SMARCA4,WBP4,449.0
SMARCA4,VAT1,407.0
SMARCA4,NDST1,706.0
SMARCA4,SRSF3,619.0
SMARCA4,ZRANB1,486.0
SMARCA4,ZFP518B,375.0
SMARCA4,NFU1,986.0
SMARCA4,TMEM25,362.0
SMARCA4,LRP3,322.0
SMARCA4,DUT,664.0
SMARCA4,PPOX,471.0
SMARCA4,PRKCH,298.0
SMARCA4,SLC10A3,539.0
SMARCA4,PYCR2,526.0
SMARCA4,YTHDC1,809.0
SMARCA4,PTPN1,770.0
SMARCA4,CEP41,693.0
SMARCA4,TMPO,537.0
SMARCA4,KDM6A,366.0
SMARCA4,EYA1,654.0
SMARCA4,MESD,656.0
SMARCA4,ZNFX1,644.0
SMARCA4,TMA7,401.0
SMARCA4,ITGB2,784.0
SMARCA4,DLC1,499.0
SMARCA4,CEBPA,461.0
SMARCA4,CCDC51,401.0
SMARCA4,HOXA4,426.0
SMARCA4,FUT7,659.0
SMARCA4,ELF4,585.0
SMARCA4,ZFP933,781.0
SMARCA4,MSH2,632.0
SMARCA4,LEF1,621.0
SMARCA4,SCAPER,622.0
SMARCA4,NXT1,889.0
SMARCA4,LRCH1,455.0
SMARCA4,FBXL7,432.0
SMARCA4,CDV3,614.0
SMARCA4,MRE11A,894.0
SMARCA4,CNEP1R1,484.0
SMARCA4,CD99L2,809.0
SMARCA4,ANKRD49,894.0
SMARCA4,ADGRB2,1120.0
SMARCA4,PSMD5,654.0
SMARCA4,MRM3,444.0
SMARCA4,GLOD4,444.0
SMARCA4,GJA10,530.0
SMARCA4,EEA1,725.0
SMARCA4,TNKS2,541.0
SMARCA4,PIK3C2B,582.0
SMARCA4,GAS7,926.0
SMARCA4,ASCL4,1177.0
SMARCA4,ZFP229,1115.0
SMARCA4,YPEL4,353.0
SMARCA4,SCYL2,712.0
SMARCA4,PATL1,736.0
SMARCA4,DBNL,474.0
SMARCA4,RFC1,523.0
SMARCA4,ZBTB26,729.0
SMARCA4,CRTC2,420.0
SMARCA4,CBLN3,360.0
SMARCA4,APOBEC1,435.0
SMARCA4,TMEM129,636.0
SMARCA4,TMED1,434.0
SMARCA4,TACC3,636.0
SMARCA4,RIF1,445.0
SMARCA4,SMNDC1,472.0
SMARCA4,PSMF1,521.0
SMARCA4,SHTN1,455.0
SMARCA4,ZRANB2,569.0
SMARCA4,VPS45,657.0
SMARCA4,PUS1,493.0
SMARCA4,FBP2,1336.0
SMARCA4,RPP38,978.0
SMARCA4,MKNK1,418.0
SMARCA4,FOXO1,471.0
SMARCA4,ARAP2,748.0
SMARCA4,APOBR,715.0
SMARCA4,WDR77,1008.0
SMARCA4,GDF6,776.0
SMARCA4,FKBP10,477.0
SMARCA4,CXXC5,502.0
SMARCA4,ATP5F1,1008.0
SMARCA4,JCAD,332.0
SMARCA4,C3,655.0
SMARCA4,KCTD2,474.0
SMARCA4,ATP5H,474.0
SMARCA4,ZC3H18,339.0
SMARCA4,TARBP2,438.0
SMARCA4,SASS6,458.0
SMARCA4,PRPF4B,629.0
SMARCA4,NOXO1,563.0
SMARCA4,NDUFA8,543.0
SMARCA4,MORN5,543.0
SMARCA4,GFER,563.0
SMARCA4,TNPO3,578.0
SMARCA4,SNAPC4,288.0
SMARCA4,PUM3,571.0
SMARCA4,NUP155,538.0
SMARCA4,AUH,679.0
SMARCA4,CFAP36,823.0
SMARCA4,SEC61A1,722.0
SMARCA4,KREMEN1,746.0
SMARCA4,KIF3A,506.0
SMARCA4,HGS,535.0
SMARCA4,GAS6,527.0
SMARCA4,DDIT3,474.0
SMARCA4,ARL16,535.0
SMARCA4,NIPAL3,515.0
SMARCA4,LIMCH1,696.0
SMARCA4,OTUD6B,679.0
SMARCA4,HID1,499.0
SMARCA4,SUMF1,479.0
SMARCA4,SPATA5,864.0
SMARCA4,NUDT6,864.0
SMARCA4,CSRNP2,490.0
SMARCA4,MCPT8,1244.0
SMARCA4,GOLGA4,456.0
SMARCA4,DGKA,585.0
SMARCA4,ABHD17A,480.0
SMARCA4,PFDN2,852.0
SMARCA4,NIT1,852.0
SMARCA4,NIPAL1,436.0
SMARCA4,MED27,327.0
SMARCA4,SAYSD1,914.0
SMARCA4,NSUN7,391.0
SMARCA4,DNAJC30,596.0
SMARCA4,WDR75,665.0
SMARCA4,CEMIP2,886.0
SMARCA4,4833439L19RIK,822.0
SMARCA4,RREB1,435.0
SMARCA4,POLR2C,562.0
SMARCA4,NCAPD2,1095.0
SMARCA4,MRPL51,1095.0
SMARCA4,MRI1,413.0
SMARCA4,RASSF2,654.0
SMARCA4,HSPA14,878.0
SMARCA4,CDNF,878.0
SMARCA4,PDF,421.0
SMARCA4,BLOC1S2,538.0
SMARCA4,ZRANB3,638.0
SMARCA4,CTSO,670.0
SMARCA4,PLCL2,1106.0
SMARCA4,PHF13,1102.0
SMARCA4,MDC1,394.0
SMARCA4,EPN1,556.0
SMARCA4,DMTF1,537.0
SMARCA4,4930453N24RIK,668.0
SMARCA4,SRGAP1,289.0
SMARCA4,CPZ,564.0
SMARCA4,TCP1,663.0
SMARCA4,RNF145,792.0
SMARCA4,MRPL18,663.0
SMARCA4,RRP7A,530.0
SMARCA4,ZFP87,967.0
SMARCA4,URI1,441.0
SMARCA4,RBM15,699.0
SMARCA4,FKBP3,633.0
SMARCA4,SGCD,550.0
SMARCA4,SAMD1,551.0
SMARCA4,FCHSD1,752.0
SMARCA4,TNKS,411.0
SMARCA4,SKP2,792.0
SMARCA4,LMBRD2,792.0
SMARCA4,H2AFV,461.0
SMARCA4,SMC4,646.0
SMARCA4,SLC25A23,639.0
SMARCA4,MRAS,425.0
SMARCA4,KCNJ2,367.0
SMARCA4,ZBTB14,466.0
SMARCA4,TMED9,497.0
SMARCA4,RGS3,348.0
SMARCA4,EXOC6,607.0
SMARCA4,TNIP2,764.0
SMARCA4,QTRT2,449.0
SMARCA4,PLCB2,663.0
SMARCA4,CCDC191,449.0
SMARCA4,CAPZB,705.0
SMARCA4,SELENOS,886.0
SMARCA4,NKAIN2,554.0
SMARCA4,IFT74,693.0
SMARCA4,GTF3A,600.0
SMARCA4,FAM53A,657.0
SMARCA4,COA4,633.0
SMARCA4,CACYBP,585.0
SMARCA4,BC147527,594.0
SMARCA4,UTP6,513.0
SMARCA4,SCLY,754.0
SMARCA4,FRYL,399.0
SMARCA4,TTC21A,521.0
SMARCA4,GORASP1,521.0
SMARCA4,GOLPH3L,477.0
SMARCA4,RPUSD4,762.0
SMARCA4,PSKH1,587.0
SMARCA4,FNBP4,697.0
SMARCA4,FAM118B,762.0
SMARCA4,INHBB,412.0
SMARCA4,SUGCT,545.0
SMARCA4,PGD,297.0
SMARCA4,ATP11C,481.0
SMARCA4,PDCD11,875.0
SMARCA4,MDM1,407.0
SMARCA4,RHOBTB2,632.0
SMARCA4,LYRM7,473.0
SMARCA4,PDHB,428.0
SMARCA4,GALNT7,419.0
SMARCA4,MANBA,624.0
SMARCA4,ZKSCAN1,548.0
SMARCA4,CHSY1,471.0
SMARCA4,POGZ,564.0
SMARCA4,FCOR,319.0
SMARCA4,BIN1,397.0
SMARCA4,WDR35,459.0
SMARCA4,MTIF2,906.0
SMARCA4,MRM2,542.0
SMARCA4,ZBTB48,648.0
SMARCA4,ZBTB34,903.0
SMARCA4,LMBR1,456.0
SMARCA4,FASTKD1,508.0
SMARCA4,TMEM115,613.0
SMARCA4,NUP133,463.0
SMARCA4,XRCC5,551.0
SMARCA4,TPM4,565.0
SMARCA4,METTL14,677.0
SMARCA4,AAED1,757.0
SMARCA4,ZFP11,438.0
SMARCA4,RPL11,771.0
SMARCA4,BAG5,690.0
SMARCA4,APOPT1,690.0
SMARCA4,TEAD4,491.0
SMARCA4,SINHCAF,475.0
SMARCA4,FERMT3,1134.0
SMARCA4,CNPY2,854.0
SMARCA4,ZFP558,885.0
SMARCA4,TXNL4A,895.0
SMARCA4,PTPRG,512.0
SMARCA4,ACBD5,648.0
SMARCA4,NGEF,661.0
SMARCA4,TMEM230,1308.0
SMARCA4,COMMD10,733.0
SMARCA4,UNK,710.0
SMARCA4,HDHD3,372.0
SMARCA4,COPB2,781.0
SMARCA4,SELENOH,816.0
SMARCA4,MIGA2,462.0
SMARCA4,HSPBP1,383.0
SMARCA4,FOSL1,516.0
SMARCA4,ZBED5,425.0
SMARCA4,TMEM208,715.0
SMARCA4,SRRM1,581.0
SMARCA4,LRRC29,715.0
SMARCA4,ZFP784,502.0
SMARCA4,RWDD2A,569.0
SMARCA4,CRKL,725.0
SMARCA4,WBP1L,734.0
SMARCA4,TMEM221,309.0
SMARCA4,FBXL17,449.0
SMARCA4,UBE2G2,1129.0
SMARCA4,SPTLC1,542.0
SMARCA4,SLC25A36,819.0
SMARCA4,RPL32,799.0
SMARCA4,ANKRD6,421.0
SMARCA4,9930021J03RIK,333.0
SMARCA4,TAF6L,575.0
SMARCA4,SGTB,467.0
SMARCA4,NLN,467.0
SMARCA4,PHF5A,769.0
SMARCA4,LGALS3BP,559.0
SMARCA4,DYM,710.0
SMARCA4,AMFR,677.0
SMARCA4,ACO2,769.0
SMARCA4,SLC25A20,772.0
SMARCA4,NOL7,571.0
SMARCA4,ILKAP,638.0
SMARCA4,RNF150,343.0
SMARCA4,PROK2,583.0
SMARCA4,PARP6,307.0
SMARCA4,NIPA2,699.0
SMARCA4,MRPS24,453.0
SMARCA4,GAS2L3,437.0
SMARCA4,ATP5G3,587.0
SMARCA4,PKNOX2,455.0
SMARCA4,PAN3,947.0
SMARCA4,MAP4K2,387.0
SMARCA4,SESTD1,374.0
SMARCA4,NCKAP5L,797.0
SMARCA4,SLAMF9,481.0
SMARCA4,LYSMD2,526.0
SMARCA4,CMYA5,577.0
SMARCA4,MBTPS1,431.0
SMARCA4,DIRAS2,898.0
SMARCA4,CUX1,344.0
SMARCA4,CGAS,593.0
SMARCA4,ATE1,692.0
SMARCA4,TNRC6C,721.0
SMARCA4,PFKM,736.0
SMARCA4,MRPL38,441.0
SMARCA4,SERPINI1,645.0
SMARCA4,PDCD10,645.0
SMARCA4,OTUD7B,479.0
SMARCA4,ARHGEF3,559.0
SMARCA4,TRMO,871.0
SMARCA4,MS4A7,662.0
SMARCA4,LRRC28,862.0
SMARCA4,FAM124A,484.0
SMARCA4,ORC2,646.0
SMARCA4,MRC2,528.0
SMARCA4,HIST1H2BM,516.0
SMARCA4,ANGPTL8,1167.0
SMARCA4,WIPF1,348.0
SMARCA4,WASL,804.0
SMARCA4,MKRN2,409.0
SMARCA4,FUT10,601.0
SMARCA4,IFI203,500.0
SMARCA4,GMPPA,364.0
SMARCA4,TADA2A,307.0
SMARCA4,MRPL28,321.0
SMARCA4,KXD1,352.0
SMARCA4,ATP8B4,615.0
SMARCA4,1110051M20RIK,428.0
SMARCA4,SUPT4A,362.0
SMARCA4,ADIPOR1,614.0
SMARCA4,TRIR,755.0
SMARCA4,ITGB3BP,586.0
SMARCA4,EFCAB7,586.0
SMARCA4,TPM3,539.0
SMARCA4,SNRNP200,637.0
SMARCA4,GPX7,443.0
SMARCA4,1810024B03RIK,637.0
SMARCA4,TWNK,434.0
SMARCA4,SGK1,574.0
SMARCA4,RSPH1,418.0
SMARCA4,RHBDL3,472.0
SMARCA4,MRPL43,434.0
SMARCA4,IGF1R,469.0
SMARCA4,EPSTI1,936.0
SMARCA4,MED9,490.0
SMARCA4,CMAS,341.0
SMARCA4,RNF13,651.0
SMARCA4,RASAL1,908.0
SMARCA4,NECAP1,714.0
SMARCA4,ZFR2,519.0
SMARCA4,DUSP18,341.0
SMARCA4,4921536K21RIK,341.0
SMARCA4,KDM4A,604.0
SMARCA4,ACAD12,824.0
SMARCA4,SH3GL3,436.0
SMARCA4,AZIN2,538.0
SMARCA4,PLEKHB1,460.0
SMARCA4,MANBAL,645.0
SMARCA4,GID4,971.0
SMARCA4,ERGIC2,770.0
SMARCA4,ATPAF2,971.0
SMARCA4,CCDC166,297.0
SMARCA4,MRPS25,689.0
SMARCA4,MAD1L1,963.0
SMARCA4,LRRC75B,479.0
SMARCA4,QARS,473.0
SMARCA4,GFRA4,491.0
SMARCA4,TSNAXIP1,454.0
SMARCA4,RANBP10,454.0
SMARCA4,SFXN1,570.0
SMARCA4,NUPL2,582.0
SMARCA4,MYDGF,541.0
SMARCA4,NRROS,890.0
SMARCA4,MAP2K2,779.0
SMARCA4,ZFP866,488.0
SMARCA4,TUBGCP3,513.0
SMARCA4,TMC8,689.0
SMARCA4,SNX24,445.0
SMARCA4,NAXE,451.0
SMARCA4,OTULINL,614.0
SMARCA4,HNRNPL,543.0
SMARCA4,GATB,408.0
SMARCA4,BRIP1,497.0
SMARCA4,ZMPSTE24,321.0
SMARCA4,GSK3B,493.0
SMARCA4,COX7A1,412.0
SMARCA4,CCDC30,516.0
SMARCA4,TOMT,1167.0
SMARCA4,SLC7A11,530.0
SMARCA4,LAMTOR1,1167.0
SMARCA4,MTX2,886.0
SMARCA4,MRPS28,696.0
SMARCA4,SLCO5A1,764.0
SMARCA4,PATE1,632.0
SMARCA4,NLGN2,607.0
SMARCA4,ZFP422,930.0
SMARCA4,MYCBP,431.0
SMARCA4,KIDINS220,383.0
SMARCA4,GRPEL1,518.0
SMARCA4,FBXO15,1044.0
SMARCA4,CMTM8,753.0
SMARCA4,RAVER1,921.0
SMARCA4,MCRIP1,600.0
SMARCA4,UQCC3,699.0
SMARCA4,RCE1,378.0
SMARCA4,IRF4,769.0
SMARCA4,1700066M21RIK,623.0
SMARCA4,UBXN2A,605.0
SMARCA4,RECK,348.0
SMARCA4,PIN1,422.0
SMARCA4,FAM83H,489.0
SMARCA4,TM6SF1,564.0
SMARCA4,MRPS7,710.0
SMARCA4,GGA3,710.0
SMARCA4,TMEM9B,1050.0
SMARCA4,MFSD11,578.0
SMARCA4,FOXS1,838.0
SMARCA4,TLN1,761.0
SMARCA4,OGT,426.0
SMARCA4,CREB3,761.0
SMARCA4,CCDC102A,288.0
SMARCA4,PITHD1,780.0
SMARCA4,ICE1,422.0
SMARCA4,FAM196A,496.0
SMARCA4,ATRIP,486.0
SMARCA4,SPG7,565.0
SMARCA4,DEAF1,530.0
SMARCA4,ARL5A,247.0
SMARCA4,UBE4A,338.0
SMARCA4,SLC4A4,531.0
SMARCA4,PPP2R5D,471.0
SMARCA4,CNP,426.0
SMARCA4,ZFP397,755.0
SMARCA4,UBE2D1,543.0
SMARCA4,MAD2L1BP,497.0
SMARCA4,HIST1H4K,762.0
SMARCA4,CLEC2D,618.0
SMARCA4,BUD23,596.0
SMARCA4,BCAR3,616.0
SMARCA4,ZER1,462.0
SMARCA4,SIN3B,540.0
SMARCA4,PKN1,447.0
SMARCA4,CUEDC2,629.0
SMARCA4,CCDC85C,236.0
SMARCA4,WDR43,535.0
SMARCA4,ITGB3,1167.0
SMARCA4,BMYC,451.0
SMARCA4,SLC27A1,435.0
